dateCrawled,name,seller,offerType,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
2016-03-12 20:42:47,Mercedes_Benz_C_200_T_CDI_DPF_Avantgarde,privat,Angebot,10500,kombi,2008,manuell,136,c_klasse,150000,10,diesel,mercedes_benz,nein,2016-03-12 00:00:00,0,66636,2016-03-18 00:15:27
2016-04-04 21:51:01,Mercedes_benz_C180,privat,Angebot,2500,limousine,2001,manuell,95,c_klasse,150000,4,benzin,mercedes_benz,nein,2016-04-04 00:00:00,0,90402,2016-04-07 00:45:02
2016-03-20 19:37:00,merceders_benz,privat,Angebot,1850,kombi,1999,automatik,105,c_klasse,150000,8,benzin,mercedes_benz,nein,2016-03-20 00:00:00,0,65552,2016-03-21 18:18:42
2016-04-04 21:38:34,Mercedes_Benz_C_200_T_CDI_Classic_/_neue_TÜV,privat,Angebot,2999,kombi,2003,manuell,116,c_klasse,150000,3,diesel,mercedes_benz,nein,2016-04-04 00:00:00,0,72213,2016-04-07 00:15:30
2016-03-24 21:00:14,Mercedes_Benz_C_220_CDI_Classic_DPF,privat,Angebot,3999,limousine,2004,manuell,150,c_klasse,150000,6,diesel,mercedes_benz,nein,2016-03-24 00:00:00,0,37308,2016-03-26 06:47:07
2016-03-29 15:58:40,W201_190E_1.8_Automatic,privat,Angebot,1999,limousine,1992,automatik,109,c_klasse,150000,3,benzin,mercedes_benz,"",2016-03-29 00:00:00,0,30900,2016-04-06 02:15:51
2016-03-24 01:32:25,Mercedes_Benz_C_240_Elegance,privat,Angebot,5500,limousine,2000,manuell,170,c_klasse,90000,5,benzin,mercedes_benz,nein,2016-03-24 00:00:00,0,63225,2016-04-07 05:16:39
2016-03-24 11:48:23,Mercedes_Benz_C_180_Classic___Dunkel_Gruen_Metallic_,privat,Angebot,3950,limousine,2001,manuell,129,c_klasse,125000,9,benzin,mercedes_benz,nein,2016-03-24 00:00:00,0,67551,2016-04-07 02:44:54
2016-03-20 14:55:17,MB_200_CDI_Esprit_mit_Feinstaubfilter__Gruene_Plakette,privat,Angebot,1950,kombi,2000,automatik,102,c_klasse,150000,4,diesel,mercedes_benz,nein,2016-03-20 00:00:00,0,49074,2016-03-28 14:45:04
2016-04-03 20:48:03,Mercedes_Benz_C_250_T_CDI_DPF_Automatik,privat,Angebot,17500,kombi,2009,automatik,204,c_klasse,150000,12,diesel,mercedes_benz,nein,2016-04-03 00:00:00,0,32825,2016-04-05 21:46:29
2016-03-20 22:49:29,C_Klasse_Automatik_/_Klima_/_Alu_/_Schiebedach_/_eFH,privat,Angebot,3700,limousine,1996,automatik,122,c_klasse,150000,5,benzin,mercedes_benz,nein,2016-03-20 00:00:00,0,28309,2016-03-27 13:46:08
2016-03-27 10:54:32,Mercedes_Benz_C_200_T_CDI_DPF__BlueEFFICIENCY__7G_TRONIC_Avantgar,privat,Angebot,19900,kombi,2012,automatik,136,c_klasse,80000,10,diesel,mercedes_benz,"",2016-03-27 00:00:00,0,58239,2016-04-07 06:44:27
2016-03-27 18:57:20,Mercedes_Benz_C_180_Classic,privat,Angebot,1300,limousine,1996,manuell,122,c_klasse,150000,5,benzin,mercedes_benz,nein,2016-03-27 00:00:00,0,58135,2016-04-05 17:21:01
2016-04-03 12:25:25,Mercedes_C180_Kombi_voll_fahrbereit,privat,Angebot,0,kombi,2002,manuell,0,c_klasse,150000,4,benzin,mercedes_benz,ja,2016-04-03 00:00:00,0,65510,2016-04-03 12:25:25
2016-03-09 21:56:28,Mercedes_Benz_C_240_T_Elegance,privat,Angebot,2250,kombi,1999,automatik,170,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-03-09 00:00:00,0,80997,2016-03-10 18:49:13
2016-03-22 21:46:40,C_180_T_BlueEFFICIENCY_7G_TRONIC_Avantgarde,privat,Angebot,10800,kombi,2011,automatik,156,c_klasse,30000,8,benzin,mercedes_benz,nein,2016-03-22 00:00:00,0,10115,2016-03-22 21:46:40
2016-03-21 11:53:06,Mercedes_Benz_C_200_CDI_KD_NEU,privat,Angebot,10990,limousine,2007,manuell,136,c_klasse,125000,9,diesel,mercedes_benz,nein,2016-03-21 00:00:00,0,92345,2016-04-02 09:18:04
2016-03-13 20:52:06,Mercedes_Benz_C_180___202_T_Modell___Tuev_Neu,privat,Angebot,1650,kombi,1996,manuell,105,c_klasse,150000,0,benzin,mercedes_benz,nein,2016-03-13 00:00:00,0,94137,2016-03-30 05:47:14
2016-03-06 14:41:12,C220_CDI_Aut.,privat,Angebot,1700,limousine,2000,automatik,125,c_klasse,150000,10,diesel,mercedes_benz,nein,2016-03-06 00:00:00,0,65931,2016-03-10 10:17:13
2016-03-18 18:06:51,Mercedes_Benz_C_200_CDI_Avantgarde_1.Hand_Scheckheft_TueV_11/07,privat,Angebot,13850,limousine,2008,manuell,136,c_klasse,100000,11,diesel,mercedes_benz,nein,2016-03-18 00:00:00,0,60314,2016-03-25 08:44:29
2016-03-22 19:56:02,Mercedes_Benz_C_180_T_Kompressor_BlueEFFICIENCY_Avantgarde,privat,Angebot,15500,kombi,2010,manuell,156,c_klasse,70000,11,benzin,mercedes_benz,nein,2016-03-22 00:00:00,0,99099,2016-04-06 13:16:25
2016-03-17 17:43:27,Mercedes_Benz_C_180_Classic_sehr_sauber,privat,Angebot,2699,limousine,2000,manuell,129,c_klasse,150000,11,benzin,mercedes_benz,nein,2016-03-17 00:00:00,0,22301,2016-03-27 08:46:23
2016-03-30 12:52:13,Merzedes_220_cdi_mit_90_tausend,privat,Angebot,3800,"",2016,automatik,130,c_klasse,90000,6,"",mercedes_benz,nein,2016-03-30 00:00:00,0,56727,2016-04-07 03:44:56
2016-03-31 12:57:44,Mercedes_Benz_C_220_T_CDI,privat,Angebot,1700,kombi,2002,manuell,143,c_klasse,150000,7,diesel,mercedes_benz,ja,2016-03-31 00:00:00,0,33098,2016-03-31 12:57:44
2016-03-26 10:57:14,Kombi_320_CDI,privat,Angebot,10950,kombi,2008,automatik,224,c_klasse,150000,6,diesel,mercedes_benz,nein,2016-03-26 00:00:00,0,65468,2016-04-03 21:16:45
2016-03-15 18:38:05,Verkaufe_c_180_neu_tuev,privat,Angebot,1800,limousine,1995,automatik,122,c_klasse,150000,0,benzin,mercedes_benz,"",2016-03-15 00:00:00,0,12627,2016-03-17 14:16:00
2016-04-04 13:48:23,Mercedes_Benz_C_300_CDI_DPF_4Matic__BlueEFFICIENCY__7G_TRO...,privat,Angebot,27250,limousine,2012,automatik,231,c_klasse,125000,2,diesel,mercedes_benz,nein,2016-04-04 00:00:00,0,76744,2016-04-06 15:16:19
2016-03-10 20:43:51,Mercedes_Benz_C180_W202,privat,Angebot,2950,limousine,1999,manuell,122,c_klasse,125000,12,benzin,mercedes_benz,nein,2016-03-10 00:00:00,0,73265,2016-03-14 20:16:24
2016-03-11 21:53:29,Mercedes_Benz_C_180_T_Kompressor,privat,Angebot,3200,kombi,2002,manuell,143,c_klasse,150000,7,benzin,mercedes_benz,nein,2016-03-11 00:00:00,0,59555,2016-04-06 11:17:21
2016-03-12 15:48:55,C_220_CDI_Automatik_Grosses_Nafi_PDC_vorne_und_Hinten,privat,Angebot,3500,"",2016,automatik,143,c_klasse,150000,0,diesel,mercedes_benz,nein,2016-03-12 00:00:00,0,32584,2016-03-12 15:48:55
2016-03-10 15:48:32,Mercedes_c220_CDI_Sportcoupe_AMG_gruene_Plakette,privat,Angebot,2100,coupe,2001,manuell,177,c_klasse,150000,10,diesel,mercedes_benz,"",2016-03-10 00:00:00,0,53721,2016-03-27 17:16:55
2016-03-27 20:46:58,Mercedes_A_Klasse_190_Avantgarde,privat,Angebot,2200,limousine,2002,manuell,126,c_klasse,150000,6,benzin,mercedes_benz,nein,2016-03-27 00:00:00,0,10789,2016-03-27 20:46:58
2016-03-05 15:43:48,Mercedes_Benz_C_200_T_CDI_Automatik_Elegance_DPF,privat,Angebot,7499,kombi,2004,automatik,122,c_klasse,70000,9,diesel,mercedes_benz,nein,2016-03-05 00:00:00,0,80807,2016-03-12 16:20:08
2016-04-02 17:58:37,***MERCEDES_BENZ_C180****,privat,Angebot,1999,"",2016,manuell,95,c_klasse,150000,12,"",mercedes_benz,nein,2016-04-02 00:00:00,0,38644,2016-04-06 18:16:14
2016-03-16 23:46:06,Mercedes_Benz_C_220_CDI,privat,Angebot,4800,limousine,2003,automatik,143,c_klasse,150000,3,diesel,mercedes_benz,nein,2016-03-16 00:00:00,0,28309,2016-03-21 05:46:08
2016-03-14 06:02:53,Mercedes_Benz_C_200_Sport,privat,Angebot,630,limousine,1995,manuell,136,c_klasse,150000,5,benzin,mercedes_benz,nein,2016-03-14 00:00:00,0,93073,2016-03-16 21:16:32
2016-03-28 18:55:47,Tausche_Mercedes_gegen_Anderes_Auto,privat,Angebot,0,coupe,2002,manuell,129,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-03-28 00:00:00,0,33813,2016-03-28 18:55:47
2016-03-30 21:54:05,Mercedes_Benz_C_220_CDI_Sportcoupe,privat,Angebot,3400,coupe,2001,automatik,143,c_klasse,150000,6,diesel,mercedes_benz,nein,2016-03-30 00:00:00,0,74379,2016-04-05 13:16:07
2016-03-11 15:44:30,Mercedes_Benz_C_32_T_AMG,privat,Angebot,14900,kombi,2002,automatik,354,c_klasse,70000,9,benzin,mercedes_benz,nein,2016-03-11 00:00:00,0,28844,2016-04-01 16:46:02
2016-03-26 17:36:23,Mercedes_Benz_c200_Elegance,privat,Angebot,2100,kombi,2000,manuell,136,c_klasse,150000,1,"",mercedes_benz,nein,2016-03-26 00:00:00,0,96279,2016-03-28 07:18:20
2016-03-31 19:51:51,Mercedes_C_180,privat,Angebot,3200,limousine,2001,manuell,0,c_klasse,150000,0,benzin,mercedes_benz,"",2016-03-31 00:00:00,0,59368,2016-04-06 14:18:02
2016-03-15 15:56:39,Mercedes_C180T_classik,privat,Angebot,999,kombi,1999,manuell,123,c_klasse,150000,1,benzin,mercedes_benz,nein,2016-03-15 00:00:00,0,6385,2016-04-06 10:15:31
2016-03-14 15:48:58,Mercedes_Benz_C_180_T_Kompressor_Elegance______LPG___Anlage,privat,Angebot,3999,kombi,2004,manuell,143,c_klasse,150000,7,lpg,mercedes_benz,nein,2016-03-14 00:00:00,0,49838,2016-03-18 02:47:33
2016-03-14 14:52:49,Mercedes_Benz_C_180_Coupe__BlueEFFICIENCY_,privat,Angebot,19000,coupe,2012,manuell,156,c_klasse,60000,12,benzin,mercedes_benz,nein,2016-03-14 00:00:00,0,12629,2016-04-05 17:25:41
2016-03-07 01:46:19,Mercedes_Benz_C_220_CDI_Classic_DPF,privat,Angebot,5200,limousine,2004,manuell,150,c_klasse,150000,7,diesel,mercedes_benz,nein,2016-03-06 00:00:00,0,74366,2016-04-06 09:17:51
2016-03-29 20:46:00,Mercedes_Benz_C220_CDI_Sportcoupé,privat,Angebot,3950,coupe,2004,manuell,0,c_klasse,150000,0,diesel,mercedes_benz,"",2016-03-29 00:00:00,0,16775,2016-03-29 20:46:00
2016-03-27 18:55:47,Mercedes_C180_kompressor_sportcoupe_schwarz_metallic,privat,Angebot,7800,coupe,2006,automatik,143,c_klasse,125000,3,benzin,mercedes_benz,nein,2016-03-27 00:00:00,0,26810,2016-04-05 15:47:05
2016-03-08 09:50:13,Mercedes_Benz_C_220_T_CDI_AMG_Sportpaket_DPF_7G_ILS_Polarweiss,privat,Angebot,15990,kombi,2012,automatik,170,c_klasse,150000,7,diesel,mercedes_benz,nein,2016-03-08 00:00:00,0,49525,2016-03-11 11:17:43
2016-03-15 16:57:29,Mercedes_Benz_C_220_T_CDI_Automatik_Avantgarde_Sport_Edition,privat,Angebot,3100,kombi,2005,automatik,150,c_klasse,150000,9,diesel,mercedes_benz,ja,2016-03-15 00:00:00,0,70771,2016-04-06 14:17:00
2016-03-07 11:55:31,Mercedes_Benz_C_200_T_CDI_DPF__BlueEFFICIENCY_,privat,Angebot,12990,kombi,2011,manuell,136,c_klasse,150000,8,diesel,mercedes_benz,nein,2016-03-07 00:00:00,0,47608,2016-03-08 07:17:24
2016-03-20 13:37:58,C220_CDI_Kombi_Avantgarde_Navi_Leder_PDC_Garntie_MB!,privat,Angebot,20990,kombi,2013,manuell,170,c_klasse,40000,7,diesel,mercedes_benz,"",2016-03-20 00:00:00,0,73779,2016-03-30 02:17:30
2016-03-12 15:50:29,Mercedes_Benz_C_180_Kompressor__Avangarde_mit_xenon,privat,Angebot,5250,limousine,2003,automatik,143,c_klasse,125000,11,benzin,mercedes_benz,nein,2016-03-12 00:00:00,0,40599,2016-03-12 15:50:29
2016-03-31 13:47:56,Mercedes_C200_CDi_+Klima_FESTPREIS,privat,Angebot,1100,limousine,1998,manuell,102,c_klasse,150000,9,diesel,mercedes_benz,"",2016-03-31 00:00:00,0,49716,2016-04-02 08:47:43
2016-03-15 21:40:15,Mercedes_C_180_Kombi__5_gang__HU/2018___Klima__Mod._98.237.000,privat,Angebot,1250,kombi,1998,manuell,0,c_klasse,150000,0,benzin,mercedes_benz,"",2016-03-15 00:00:00,0,21787,2016-03-15 21:40:15
2016-03-10 02:36:20,C___Klasse_180,privat,Angebot,1500,"",2017,manuell,0,c_klasse,150000,0,benzin,mercedes_benz,"",2016-03-10 00:00:00,0,26892,2016-03-31 09:46:58
2016-03-26 11:58:14,Mercedes_C180_K_Elegance_113.000km_mit_neuen_Bremsen,privat,Angebot,8550,limousine,2006,manuell,143,c_klasse,125000,6,benzin,mercedes_benz,nein,2016-03-26 00:00:00,0,4910,2016-04-05 23:17:18
2016-03-06 16:25:44,Mercedes_Benz_C_180_Classic,privat,Angebot,950,limousine,1994,manuell,122,c_klasse,150000,5,benzin,mercedes_benz,nein,2016-03-06 00:00:00,0,65207,2016-03-29 04:47:29
2016-03-08 15:55:52,Mercedes_Benz_C_280_T_4Matic__VOLLAUSSTATTUNG_MIT_GASANLAGE,privat,Angebot,7650,kombi,2005,automatik,231,c_klasse,150000,10,lpg,mercedes_benz,nein,2016-03-08 00:00:00,0,34127,2016-03-12 00:15:10
2016-03-19 18:48:21,Mit_Haendler_Rest_Garantie,privat,Angebot,4700,coupe,2003,manuell,0,c_klasse,150000,0,benzin,mercedes_benz,"",2016-03-19 00:00:00,0,40591,2016-04-07 06:16:19
2016-04-04 09:50:21,Mercedes_Benz_C_220_CDI_Sportcoupe,privat,Angebot,4500,coupe,2001,automatik,143,c_klasse,90000,9,diesel,mercedes_benz,nein,2016-04-04 00:00:00,0,45884,2016-04-06 11:17:03
2016-03-08 22:47:44,Mercedes_Benz_C_180_T,privat,Angebot,1200,kombi,1997,manuell,122,c_klasse,150000,4,benzin,mercedes_benz,nein,2016-03-08 00:00:00,0,33154,2016-03-11 12:18:41
2016-03-21 11:55:45,Mercedes_Benz_C_270_T_CDI_Avantgarde,privat,Angebot,3950,kombi,2002,manuell,170,c_klasse,150000,2,diesel,mercedes_benz,nein,2016-03-21 00:00:00,0,3050,2016-04-06 06:45:09
2016-03-29 01:36:41,Mercedes_Benz_classic,privat,Angebot,2600,kombi,1998,manuell,122,c_klasse,100000,3,benzin,mercedes_benz,nein,2016-03-29 00:00:00,0,78187,2016-04-05 14:47:35
2016-03-12 19:54:49,Schoener_C_200_Kompressor__Eleganze______nur_Sonntag_fuer_4950_€_!!,privat,Angebot,4999,limousine,2003,automatik,163,c_klasse,125000,3,benzin,mercedes_benz,"",2016-03-12 00:00:00,0,86150,2016-03-14 12:45:51
2016-03-16 17:25:24,C_200_Kompressor_Automatik_Klima_Schiebedach,privat,Angebot,2449,kombi,2001,automatik,136,c_klasse,150000,12,benzin,mercedes_benz,nein,2016-03-16 00:00:00,0,60599,2016-03-18 09:12:37
2016-03-07 14:51:57,Mercedes_Benz_C_180,privat,Angebot,1990,limousine,2001,manuell,129,c_klasse,150000,5,benzin,mercedes_benz,nein,2016-03-07 00:00:00,0,44147,2016-03-15 02:46:49
2016-04-03 18:48:33,Mercedes_Benz_C_180_Kompressor_Sportcoupe_Automatik_Sport_...,privat,Angebot,8100,coupe,2006,automatik,143,c_klasse,100000,2,benzin,mercedes_benz,nein,2016-04-03 00:00:00,0,89264,2016-04-05 19:18:47
2016-03-22 20:55:35,Mercedes_C_Klasse_Bj._2004_nur_55.000km_2._Hand_Silber_Topzustand,privat,Angebot,8390,limousine,2004,manuell,142,c_klasse,60000,9,benzin,mercedes_benz,nein,2016-03-22 00:00:00,0,50389,2016-03-25 13:47:18
2016-03-28 19:49:19,Mercedes_Benz_C_200_T_CDI_Classic,privat,Angebot,800,kombi,1999,manuell,102,c_klasse,150000,2,diesel,mercedes_benz,nein,2016-03-28 00:00:00,0,30179,2016-04-07 02:17:38
2016-03-19 10:38:24,Mercedes_Benz_C240__Navi._Rueckfahrkamera.,privat,Angebot,2800,limousine,2000,manuell,170,c_klasse,150000,11,benzin,mercedes_benz,"",2016-03-19 00:00:00,0,94036,2016-03-20 11:48:49
2016-04-03 10:25:32,Mercedes_Benz_C200T_CDI_Aut_Avantg_AMG_Harman_Kardon,privat,Angebot,9690,kombi,2007,automatik,136,c_klasse,150000,12,diesel,mercedes_benz,nein,2016-04-03 00:00:00,0,65760,2016-04-06 16:47:10
2016-03-19 03:49:44,Mercedes_Benz_C.180_Benziner,privat,Angebot,0,"",2017,manuell,0,c_klasse,150000,0,"",mercedes_benz,nein,2016-03-18 00:00:00,0,73061,2016-04-06 03:46:04
2016-04-02 23:46:02,Mercedes_Benz_C_250_T_CDI_DPF_4Matic__BlueEFFICIENCY__7G_T...,privat,Angebot,23890,kombi,2011,automatik,204,c_klasse,50000,11,diesel,mercedes_benz,nein,2016-04-02 00:00:00,0,1833,2016-04-07 00:46:15
2016-03-10 22:37:53,MERCEDES_C_220_CDI_AVANGARTE__AUTOMATIK,privat,Angebot,15000,limousine,2008,automatik,177,c_klasse,125000,6,diesel,mercedes_benz,nein,2016-03-10 00:00:00,0,33613,2016-04-07 07:44:30
2016-03-25 12:49:45,Mercedes_Benz_C_220_T_CDI,privat,Angebot,2690,kombi,2001,automatik,143,c_klasse,150000,7,diesel,mercedes_benz,nein,2016-03-25 00:00:00,0,91126,2016-04-06 14:17:03
2016-03-19 20:46:55,Mercedes_Benz_C_270_Avantgarde_DESIGNO_VOLL_DPF_TUV_DEKRA_NEU,privat,Angebot,4290,kombi,2002,automatik,170,c_klasse,150000,12,diesel,mercedes_benz,nein,2016-03-19 00:00:00,0,47805,2016-04-07 08:46:28
2016-03-19 09:39:28,mercedes_c_180_t_kombi_tuev_3_17_ahk_efh_klima_zentr_3_hand,privat,Angebot,850,kombi,1997,manuell,122,c_klasse,150000,9,benzin,mercedes_benz,nein,2016-03-19 00:00:00,0,66540,2016-04-01 00:45:08
2016-03-28 22:51:32,Mercedes_Benz_C180_AHK_mit_Schiebedach_und_Sommerreifen_auf_Alu,privat,Angebot,1250,limousine,1995,manuell,122,c_klasse,150000,2,"",mercedes_benz,"",2016-03-28 00:00:00,0,41366,2016-04-07 07:16:43
2016-04-02 00:51:43,Mercedes_Benz_C_320_Avantgarde,privat,Angebot,4999,limousine,2003,manuell,218,c_klasse,150000,6,benzin,mercedes_benz,nein,2016-04-01 00:00:00,0,78054,2016-04-06 05:16:00
2016-03-27 13:47:24,Mercedes_Benz_C_180_Coupe_Edition_C,privat,Angebot,21550,coupe,2013,automatik,156,c_klasse,40000,7,benzin,mercedes_benz,nein,2016-03-27 00:00:00,0,63741,2016-04-07 09:45:46
2016-03-08 22:50:13,Mercedes_Benz_C_220_CDI_DPF__BlueEFFICIENCY__AMG_Plus,privat,Angebot,22390,limousine,2012,manuell,170,c_klasse,100000,7,diesel,mercedes_benz,nein,2016-03-08 00:00:00,0,89537,2016-04-07 05:15:58
2016-03-24 13:39:15,Mercedes_C_180_Smaragd_Schwarz,privat,Angebot,3500,limousine,2001,automatik,129,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-03-24 00:00:00,0,14089,2016-03-28 21:48:49
2016-04-01 13:46:40,Mercedes_C220_Diesel,privat,Angebot,699,limousine,1999,manuell,0,c_klasse,150000,6,benzin,mercedes_benz,"",2016-04-01 00:00:00,0,84130,2016-04-07 10:44:44
2016-03-12 15:47:49,Mercedes_C200_CDI,privat,Angebot,10800,limousine,2007,manuell,136,c_klasse,100000,8,diesel,mercedes_benz,nein,2016-03-12 00:00:00,0,66271,2016-03-17 17:47:23
2016-04-03 23:48:25,Mercedes_Benz_C_220_CDI_Sportcoupe,privat,Angebot,2450,coupe,2001,manuell,143,c_klasse,150000,2,diesel,mercedes_benz,nein,2016-04-03 00:00:00,0,90443,2016-04-06 04:17:32
2016-03-09 19:49:25,Mercedes_Benz_C_43_AMG_sehr_gepflegt_Vollausst.,privat,Angebot,13900,limousine,2001,automatik,306,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-03-09 00:00:00,0,59077,2016-03-20 01:15:22
2016-03-12 14:56:14,Mercedes_Benz_C_220_T_CDI_DPF_Automatik_BlueEFFICIENCY_Ava...,privat,Angebot,14950,kombi,2010,automatik,170,c_klasse,125000,9,diesel,mercedes_benz,nein,2016-03-12 00:00:00,0,41065,2016-04-07 01:17:13
2016-03-10 21:37:56,Mercedes_c_200,privat,Angebot,1300,coupe,2001,manuell,0,c_klasse,30000,1,benzin,mercedes_benz,nein,2016-03-10 00:00:00,0,13359,2016-03-10 21:37:56
2016-04-04 22:55:41,Mercedes_Benz_C_180_T_Elegance,privat,Angebot,1400,kombi,1999,manuell,122,c_klasse,150000,10,benzin,mercedes_benz,nein,2016-04-04 00:00:00,0,74731,2016-04-07 01:46:09
2016-04-04 22:57:31,Mercedes_Benz_C_220_CDI_Classic,privat,Angebot,1999,limousine,2000,automatik,125,c_klasse,150000,12,diesel,mercedes_benz,nein,2016-04-04 00:00:00,0,81249,2016-04-07 02:17:05
2016-03-20 12:49:03,Mercedes_c_klasse_kombi_w203,privat,Angebot,2100,kombi,2003,manuell,163,c_klasse,150000,0,benzin,mercedes_benz,ja,2016-03-20 00:00:00,0,23795,2016-03-24 04:15:43
2016-03-14 12:42:26,Mercedes_Benz_C_250_T_CDI_BlueEFFICIENCY_T_Modell_Avantgarde,privat,Angebot,20950,kombi,2011,automatik,204,c_klasse,80000,4,diesel,mercedes_benz,nein,2016-03-14 00:00:00,0,86165,2016-04-05 11:50:33
2016-04-03 20:50:12,Mercedes_C_Klasse,privat,Angebot,1080,kombi,1997,manuell,0,c_klasse,150000,4,benzin,mercedes_benz,"",2016-04-03 00:00:00,0,17489,2016-04-05 21:46:51
2016-03-11 09:57:42,Mercedes_Benz_C_180___Gas___lpg_,privat,Angebot,2600,limousine,2001,automatik,129,c_klasse,150000,8,benzin,mercedes_benz,nein,2016-03-11 00:00:00,0,18055,2016-03-14 21:45:48
2016-03-17 14:38:16,Mercedes_Benz_C_200_Kompressor_Automatik_Avantgarde,privat,Angebot,16800,limousine,2009,automatik,184,c_klasse,60000,5,benzin,mercedes_benz,nein,2016-03-17 00:00:00,0,74223,2016-04-06 19:47:01
2016-03-20 18:48:06,Mercedes_c200_Kompressor_8Fach_bereift,privat,Angebot,15000,limousine,2007,automatik,184,c_klasse,90000,5,benzin,mercedes_benz,nein,2016-03-20 00:00:00,0,94469,2016-03-24 11:47:14
2016-04-03 20:52:38,Mercedes_Benz_C_200_CGI_AMG_Line,privat,Angebot,22900,limousine,2011,manuell,184,c_klasse,40000,5,benzin,mercedes_benz,nein,2016-04-03 00:00:00,0,86199,2016-04-05 21:47:02
2016-03-24 21:54:16,Mercedes_Benz_C220_CDI_Esprit_W202_T_Modell_TÜV_10/17,privat,Angebot,700,kombi,2000,manuell,136,c_klasse,150000,11,diesel,mercedes_benz,nein,2016-03-24 00:00:00,0,36110,2016-03-24 23:39:57
2016-04-03 14:57:26,Mercedes_Benz_C200_Kompressor*6_Gang*Vollausstatung*,privat,Angebot,4150,kombi,2001,manuell,163,c_klasse,150000,11,benzin,mercedes_benz,nein,2016-04-03 00:00:00,0,57299,2016-04-06 21:45:11
2016-03-11 20:54:57,Mercedes_Benz_C_180_BlueEFFICIENCY_7G_TRONIC_Avantgarde,privat,Angebot,20900,limousine,2011,automatik,156,c_klasse,60000,11,benzin,mercedes_benz,nein,2016-03-11 00:00:00,0,72829,2016-04-06 04:17:40
2016-03-14 09:38:00,Mercedes_cklasse_200_Sport_atp_Tour_Amg_Leder_Sitzheizung,privat,Angebot,1750,limousine,1997,manuell,136,c_klasse,150000,5,benzin,mercedes_benz,"",2016-03-14 00:00:00,0,12207,2016-04-01 11:46:15
2016-03-24 20:52:20,Verkaufe_Mercedes_Benz_C_Klasse_Lim.180_Kompressor_Automatik._AHK,privat,Angebot,12500,limousine,2007,automatik,157,c_klasse,125000,8,benzin,mercedes_benz,nein,2016-03-24 00:00:00,0,26789,2016-03-30 23:46:08
2016-03-28 14:52:08,Mercedes_C_Klasse_320_Avantgarde_Sport_Edition,privat,Angebot,9250,limousine,2006,automatik,230,c_klasse,150000,7,diesel,mercedes_benz,nein,2016-03-28 00:00:00,0,53894,2016-04-06 19:16:26
2016-03-12 18:37:52,Mercedes_Benz_C_200_CDI_Classic,privat,Angebot,2400,limousine,2001,automatik,116,c_klasse,150000,2,diesel,mercedes_benz,nein,2016-03-12 00:00:00,0,78224,2016-03-12 18:37:52
2016-04-02 07:58:42,Mercedes_C_200_Kompressor_Esprit_Selection__Magna_Flow_,privat,Angebot,1400,kombi,2000,automatik,163,c_klasse,150000,6,benzin,mercedes_benz,nein,2016-04-02 00:00:00,0,3042,2016-04-04 06:21:04
2016-04-02 17:49:48,Mercedes_Benz_C___200,privat,Angebot,4500,kombi,2002,automatik,163,c_klasse,150000,6,benzin,mercedes_benz,nein,2016-04-02 00:00:00,0,41516,2016-04-02 17:49:48
2016-03-19 19:46:04,W_203_C200K_Tuev_04_/_2017,privat,Angebot,3000,limousine,2002,manuell,163,c_klasse,150000,8,benzin,mercedes_benz,nein,2016-03-19 00:00:00,0,47445,2016-03-27 12:16:45
2016-03-05 17:51:33,Mercedes_Benz_C_200_CDI_DPF_AMG,privat,Angebot,9800,limousine,2008,manuell,136,c_klasse,150000,9,diesel,mercedes_benz,nein,2016-03-05 00:00:00,0,75177,2016-03-14 13:18:02
2016-03-16 08:56:21,__NOTVERKAUF___Wegen_?,privat,Angebot,2500,limousine,2000,manuell,163,c_klasse,150000,7,benzin,mercedes_benz,nein,2016-03-16 00:00:00,0,31785,2016-03-20 07:44:40
2016-03-22 23:59:03,Mercedes_Benz_c_180_bj_95,privat,Angebot,400,limousine,1995,manuell,112,c_klasse,150000,0,"",mercedes_benz,"",2016-03-22 00:00:00,0,26810,2016-03-23 06:52:14
2016-03-09 00:56:31,Mercedes_Benz_C_180_Kompressor_Sportcoupe_Indianapolis,privat,Angebot,4500,coupe,2003,manuell,143,c_klasse,150000,11,benzin,mercedes_benz,nein,2016-03-09 00:00:00,0,72336,2016-04-07 05:15:36
2016-03-25 23:55:24,C32_AMG_C55_C43_w203,privat,Angebot,0,kombi,2001,"",354,c_klasse,150000,0,benzin,mercedes_benz,"",2016-03-25 00:00:00,0,79112,2016-03-26 08:40:35
2016-03-07 15:53:02,Mercedes_Benz_C230___Bj._1996__kein_TÜV_,privat,Angebot,1150,limousine,1996,manuell,150,c_klasse,150000,8,benzin,mercedes_benz,nein,2016-03-07 00:00:00,0,64546,2016-03-15 06:15:49
2016-03-21 18:47:48,Mercedes_Benz_C_180_T_Kompressor_Automatik_Classic_Scheckheft,privat,Angebot,4450,kombi,2004,automatik,143,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-03-21 00:00:00,0,27570,2016-04-06 20:45:50
